Id,StartTime,EndTime,StartLocationID,EndLocationID
0,2024-04-30 07:09:00+00:00,2024-04-30 08:44:00+00:00,0,3
1,2024-04-30 08:59:00+00:00,2024-04-30 10:34:00+00:00,3,0
2,2024-04-30 09:24:00+00:00,2024-04-30 10:59:00+00:00,0,3
3,2024-04-30 11:14:00+00:00,2024-04-30 12:49:00+00:00,3,0
4,2024-04-30 11:39:00+00:00,2024-04-30 13:14:00+00:00,0,3
5,2024-04-30 13:29:00+00:00,2024-04-30 15:04:00+00:00,3,0
6,2024-04-30 13:54:00+00:00,2024-04-30 15:29:00+00:00,0,3
7,2024-04-30 15:44:00+00:00,2024-04-30 17:19:00+00:00,3,0
8,2024-04-30 16:09:00+00:00,2024-04-30 17:44:00+00:00,0,3
9,2024-04-30 17:59:00+00:00,2024-04-30 19:34:00+00:00,3,0
10,2024-04-30 18:24:00+00:00,2024-04-30 19:59:00+00:00,0,3
11,2024-04-30 20:14:00+00:00,2024-04-30 21:49:00+00:00,3,0
12,2024-04-30 20:39:00+00:00,2024-04-30 22:14:00+00:00,0,3
13,2024-04-30 22:29:00+00:00,2024-05-01 00:04:00+00:00,3,0
14,2024-04-30 22:54:00+00:00,2024-05-01 00:29:00+00:00,0,3
15,2024-05-01 00:44:00+00:00,2024-05-01 02:19:00+00:00,3,0
16,2024-05-01 01:09:00+00:00,2024-05-01 02:44:00+00:00,0,3
17,2024-05-01 02:59:00+00:00,2024-05-01 04:34:00+00:00,3,0
18,2024-05-01 04:09:00+00:00,2024-05-01 05:44:00+00:00,0,3
19,2024-05-01 05:59:00+00:00,2024-05-01 07:34:00+00:00,3,0
20,2024-05-01 07:09:00+00:00,2024-05-01 08:44:00+00:00,0,3
21,2024-05-01 08:59:00+00:00,2024-05-01 10:34:00+00:00,3,0
22,2024-05-01 09:24:00+00:00,2024-05-01 10:59:00+00:00,0,3
23,2024-05-01 11:14:00+00:00,2024-05-01 12:49:00+00:00,3,0
24,2024-05-01 11:39:00+00:00,2024-05-01 13:14:00+00:00,0,3
25,2024-05-01 13:29:00+00:00,2024-05-01 15:04:00+00:00,3,0
26,2024-05-01 13:54:00+00:00,2024-05-01 15:29:00+00:00,0,3
27,2024-05-01 15:44:00+00:00,2024-05-01 17:19:00+00:00,3,0
28,2024-05-01 16:09:00+00:00,2024-05-01 17:44:00+00:00,0,3
29,2024-05-01 17:59:00+00:00,2024-05-01 19:34:00+00:00,3,0
30,2024-05-01 18:24:00+00:00,2024-05-01 19:59:00+00:00,0,3
31,2024-05-01 20:14:00+00:00,2024-05-01 21:49:00+00:00,3,0
32,2024-05-01 20:39:00+00:00,2024-05-01 22:14:00+00:00,0,3
33,2024-05-01 22:29:00+00:00,2024-05-02 00:04:00+00:00,3,0
34,2024-05-01 22:54:00+00:00,2024-05-02 00:29:00+00:00,0,3
35,2024-05-02 00:44:00+00:00,2024-05-02 02:19:00+00:00,3,0
36,2024-05-02 01:09:00+00:00,2024-05-02 02:44:00+00:00,0,3
37,2024-05-02 02:59:00+00:00,2024-05-02 04:34:00+00:00,3,0
38,2024-05-02 04:09:00+00:00,2024-05-02 05:44:00+00:00,0,3
39,2024-05-02 05:59:00+00:00,2024-05-02 07:34:00+00:00,3,0
40,2024-05-02 07:09:00+00:00,2024-05-02 08:44:00+00:00,0,3
41,2024-05-02 08:59:00+00:00,2024-05-02 10:34:00+00:00,3,0
42,2024-05-02 09:24:00+00:00,2024-05-02 10:59:00+00:00,0,3
43,2024-05-02 11:14:00+00:00,2024-05-02 12:49:00+00:00,3,0
44,2024-05-02 11:39:00+00:00,2024-05-02 13:14:00+00:00,0,3
45,2024-05-02 13:29:00+00:00,2024-05-02 15:04:00+00:00,3,0
46,2024-05-02 13:54:00+00:00,2024-05-02 15:29:00+00:00,0,3
47,2024-05-02 15:44:00+00:00,2024-05-02 17:19:00+00:00,3,0
48,2024-05-02 16:09:00+00:00,2024-05-02 17:44:00+00:00,0,3
49,2024-05-02 17:59:00+00:00,2024-05-02 19:34:00+00:00,3,0
50,2024-05-02 18:24:00+00:00,2024-05-02 19:59:00+00:00,0,3
51,2024-05-02 20:14:00+00:00,2024-05-02 21:49:00+00:00,3,0
52,2024-05-02 20:39:00+00:00,2024-05-02 22:14:00+00:00,0,3
53,2024-05-02 22:29:00+00:00,2024-05-03 00:04:00+00:00,3,0
54,2024-05-02 22:54:00+00:00,2024-05-03 00:29:00+00:00,0,3
55,2024-05-03 00:44:00+00:00,2024-05-03 02:19:00+00:00,3,0
56,2024-05-03 01:09:00+00:00,2024-05-03 02:44:00+00:00,0,3
57,2024-05-03 02:59:00+00:00,2024-05-03 04:34:00+00:00,3,0
58,2024-05-03 04:09:00+00:00,2024-05-03 05:44:00+00:00,0,3
59,2024-05-03 05:59:00+00:00,2024-05-03 07:34:00+00:00,3,0
60,2024-05-03 07:09:00+00:00,2024-05-03 08:44:00+00:00,0,3
61,2024-05-03 08:59:00+00:00,2024-05-03 10:34:00+00:00,3,0
62,2024-05-03 09:24:00+00:00,2024-05-03 10:59:00+00:00,0,3
63,2024-05-03 11:14:00+00:00,2024-05-03 12:49:00+00:00,3,0
64,2024-05-03 11:39:00+00:00,2024-05-03 13:14:00+00:00,0,3
65,2024-05-03 13:29:00+00:00,2024-05-03 15:04:00+00:00,3,0
66,2024-05-03 13:54:00+00:00,2024-05-03 15:29:00+00:00,0,3
67,2024-05-03 15:44:00+00:00,2024-05-03 17:19:00+00:00,3,0
68,2024-05-03 16:09:00+00:00,2024-05-03 17:44:00+00:00,0,3
69,2024-05-03 17:59:00+00:00,2024-05-03 19:34:00+00:00,3,0
70,2024-05-03 18:24:00+00:00,2024-05-03 19:59:00+00:00,0,3
71,2024-05-03 20:14:00+00:00,2024-05-03 21:49:00+00:00,3,0
72,2024-05-03 20:39:00+00:00,2024-05-03 22:14:00+00:00,0,3
73,2024-05-03 22:29:00+00:00,2024-05-04 00:04:00+00:00,3,0
74,2024-05-03 22:54:00+00:00,2024-05-04 00:29:00+00:00,0,3
75,2024-05-04 00:44:00+00:00,2024-05-04 02:19:00+00:00,3,0
76,2024-05-04 01:09:00+00:00,2024-05-04 02:44:00+00:00,0,3
77,2024-05-04 02:59:00+00:00,2024-05-04 04:34:00+00:00,3,0
78,2024-05-04 04:09:00+00:00,2024-05-04 05:44:00+00:00,0,3
79,2024-05-04 05:59:00+00:00,2024-05-04 07:34:00+00:00,3,0
80,2024-05-04 07:09:00+00:00,2024-05-04 08:44:00+00:00,0,3
81,2024-05-04 08:59:00+00:00,2024-05-04 10:34:00+00:00,3,0
82,2024-05-04 09:24:00+00:00,2024-05-04 10:59:00+00:00,0,3
83,2024-05-04 11:14:00+00:00,2024-05-04 12:49:00+00:00,3,0
84,2024-05-04 11:39:00+00:00,2024-05-04 13:14:00+00:00,0,3
85,2024-05-04 13:29:00+00:00,2024-05-04 15:04:00+00:00,3,0
86,2024-05-04 13:54:00+00:00,2024-05-04 15:29:00+00:00,0,3
87,2024-05-04 15:44:00+00:00,2024-05-04 17:19:00+00:00,3,0
88,2024-05-04 16:09:00+00:00,2024-05-04 17:44:00+00:00,0,3
89,2024-05-04 17:59:00+00:00,2024-05-04 19:34:00+00:00,3,0
90,2024-05-04 18:24:00+00:00,2024-05-04 19:59:00+00:00,0,3
91,2024-05-04 20:14:00+00:00,2024-05-04 21:49:00+00:00,3,0
92,2024-05-04 20:39:00+00:00,2024-05-04 22:14:00+00:00,0,3
93,2024-05-04 22:29:00+00:00,2024-05-05 00:04:00+00:00,3,0
94,2024-05-04 22:54:00+00:00,2024-05-05 00:29:00+00:00,0,3
95,2024-05-05 00:44:00+00:00,2024-05-05 02:19:00+00:00,3,0
96,2024-05-05 01:09:00+00:00,2024-05-05 02:44:00+00:00,0,3
97,2024-05-05 02:59:00+00:00,2024-05-05 04:34:00+00:00,3,0
98,2024-05-05 04:09:00+00:00,2024-05-05 05:44:00+00:00,0,3
99,2024-05-05 05:59:00+00:00,2024-05-05 07:34:00+00:00,3,0
100,2024-05-05 07:09:00+00:00,2024-05-05 08:44:00+00:00,0,3
101,2024-05-05 08:59:00+00:00,2024-05-05 10:34:00+00:00,3,0
102,2024-05-05 09:24:00+00:00,2024-05-05 10:59:00+00:00,0,3
103,2024-05-05 11:14:00+00:00,2024-05-05 12:49:00+00:00,3,0
104,2024-05-05 11:39:00+00:00,2024-05-05 13:14:00+00:00,0,3
105,2024-05-05 13:29:00+00:00,2024-05-05 15:04:00+00:00,3,0
